text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
알상무 믿는다,알상무 믿는다,알상무 믿는다,2024-09-05T16:46:34+09:00,0.0495,0.8997,0.0508,1
흐므나 6만전자를 찍었네요 다시 구매를 해얄지 몇일 더 눌리는거 봐야하는건지 모르겠네요 몇일은 봐야겠죠?,흐므나 6만전자를 찍었네요 다시 구매를 해얄지 몇일 더 눌리는거 봐야하는건지 모르겠네요 몇일은 봐야겠죠,흐므나 6만전자를 찍었네요 다시 구매를 해얄지 몇일 더 눌리는거 봐야하는건지 모르겠네요 몇일은 봐야겠죠?,2024-09-04T14:11:01+09:00,0.0652,0.7826,0.1523,1
"비트코인, 미국주식 사지마라 샀다면 다 팔아라
디지털스레기다 팔고 원화 예적금하고 청약하고 
한국여자랑 결혼하고 빚내서 아파트사고 국장해라",비트코인 미국주식 사지마라 샀다면 다 팔아라 디지털스레기다 팔고 원화 예적금하고 청약하고 한국여자랑 결혼하고 빚내서 아파트사고 국장해라,"비트코인, 미국주식 사지마라 샀다면 다 팔아라 디지털스레기다 팔고 원화 예적금하고 청약하고 한국여자랑 결혼하고 빚내서 아파트사고 국장해라",2024-12-06T11:05:06+09:00,0.3826,0.2434,0.374,0
엉덩이무거운거보소..  오르던내리던1퍼대로 움직이자,엉덩이무거운거보소 오르던내리던1퍼대로 움직이자,엉덩이무거운거보소.. 오르던내리던1퍼대로 움직이자,2025-02-06T10:01:39+09:00,0.2461,0.4837,0.2702,1
오후쯤 3마논대에 사보겠읍니다.,오후쯤 3마논대에 사보겠읍니다,오후쯤 3마논대에 사보겠읍니다.,2024-12-09T09:06:41+09:00,0.0377,0.8002,0.162,1
못살거구네,못살거구네,못살거구네,2024-10-23T09:17:41+09:00,0.0961,0.8713,0.0326,1
"분기당 몇조를 벌어도
직원들 월급은 많이주고
배당은 적게주니 주가는 안오르는거 같아",분기당 몇조를 벌어도 직원들 월급은 많이주고 배당은 적게주니 주가는 안오르는거 같아,분기당 몇조를 벌어도 직원들 월급은 많이주고 배당은 적게주니 주가는 안오르는거 같아,2024-08-22T10:14:36+09:00,0.1163,0.8157,0.0681,1
PER이 12배면 거저인데 바닥이 어디얔ㅋㅋ,PER이 12배면 거저인데 바닥이 어디얔,PER이 12배면 거저인데 바닥이 어디얔ㅋㅋ,2024-11-14T09:09:14+09:00,0.2023,0.7037,0.094,1
✋️,,,2025-01-19T09:57:21+09:00,0.0312,0.9545,0.0144,1
차라리 망해라,차라리 망해라,차라리 망해라,2024-11-11T11:18:39+09:00,0.2195,0.7316,0.0489,1
껑충 올라가겠지 내일 기대된다~~~,껑충 올라가겠지 내일 기대된다,껑충 올라가겠지 내일 기대된다,2024-11-25T15:41:58+09:00,0.1215,0.1854,0.6931,2
내일되면짝빠지겟다,내일되면짝빠지겟다,내일되면짝빠지겟다,2024-09-26T16:12:48+09:00,0.0422,0.9123,0.0455,1
잘 버티는데 얘는 음전할 기세네. 국내 1등 주식이라는 게 어떻게 개잡주보다 못하냐..ㅠㅠ,잘 버티는데 얘는 음전할 기세네 국내 1등 주식이라는 게 어떻게 개잡주보다 못하냐,잘 버티는데 얘는 음전할 기세네. 국내 1등 주식이라는 게 어떻게 개잡주보다 못하냐..ㅠㅠ,2024-09-12T10:55:44+09:00,0.1593,0.5879,0.2528,1
오 빨간불~,오 빨간불,오 빨간불,2024-10-11T09:16:04+09:00,0.1014,0.7954,0.1033,1
"삼성주가가 떨어진다고
삼성이 망함니까?
주주가 손해보는거지",삼성주가가 떨어진다고 삼성이 망함니까 주주가 손해보는거지,삼성주가가 떨어진다고 삼성이 망함니까? 주주가 손해보는거지,2024-10-11T18:58:12+09:00,0.2291,0.6555,0.1154,1
와... 수레기를 돈주고 산건가,와 수레기를 돈주고 산건가,와... 수레기를 돈주고 산건가,2024-11-12T09:10:57+09:00,0.0892,0.879,0.0318,1
그동안 정들었는데..안녕~~~,그동안 정들었는데안녕,그동안 정들었는데..안녕,2023-09-01T13:01:33+09:00,0.0767,0.8876,0.0358,1
외국인 팔아도 올라가네?,외국인 팔아도 올라가네,외국인 팔아도 올라가네?,2024-10-11T09:10:48+09:00,0.1435,0.3347,0.5218,2
이거말곤 없는거 같다,이거말곤 없는거 같다,이거말곤 없는거 같다,2024-05-29T12:22:15+09:00,0.0318,0.9498,0.0184,1
원래 브론즈는 이런거 사는거임,원래 브론즈는 이런거 사는거임,원래 브론즈는 이런거 사는거임,2025-01-31T10:31:01+09:00,0.0568,0.8702,0.073,1
"미얀함니다^♡^~~
먼저떠남니다 요~~
성투하세요.",미얀함니다 먼저떠남니다 요 성투하세요,미얀함니다 먼저떠남니다 요 성투하세요.,2023-06-29T09:31:20+09:00,0.126,0.5671,0.3069,1
77100원에 팜ㅋㅋ,77100원에 팜,77100원에 팜ㅋㅋ,2024-03-20T12:04:56+09:00,0.0537,0.895,0.0513,1
반도체도 있지만 다른 사업도 많고..  엔비의존성도 낮고 추매 땡기긴하네,반도체도 있지만 다른 사업도 많고 엔비의존성도 낮고 추매 땡기긴하네,반도체도 있지만 다른 사업도 많고.. 엔비의존성도 낮고 추매 땡기긴하네,2025-01-31T15:15:45+09:00,0.2806,0.5537,0.1657,1
신용 잔뜩물려 있는걸 올려주게,신용 잔뜩물려 있는걸 올려주게,신용 잔뜩물려 있는걸 올려주게,2025-01-15T09:19:55+09:00,0.0589,0.8374,0.1037,1
금액이 커지니 못나가겟네요;;버티는 제가 병ㅅ인가요???,금액이 커지니 못나가겟네요버티는 제가 병인가요,금액이 커지니 못나가겟네요버티는 제가 병ㅅ인가요???,2024-11-13T12:22:42+09:00,0.0946,0.8393,0.0661,1
삼전 산타랠리기 올까?,삼전 산타랠리기 올까,삼전 산타랠리기 올까?,2024-12-04T12:04:12+09:00,0.1076,0.7767,0.1157,1
내려갈땐 2.5프로 올라갈땐 0.3프로,내려갈땐 25프로 올라갈땐 03프로,내려갈땐 2.5프로 올라갈땐 0.3프로,2024-11-08T09:52:16+09:00,0.2446,0.3915,0.364,1
어제 물타야햇다ㅠ,어제 물타야햇다,어제 물타야햇다ㅠ,2024-11-15T14:00:30+09:00,0.0343,0.9509,0.0148,1
그냥 국장 = 기관들 노름방,그냥 국장 기관들 노름방,그냥 국장 기관들 노름방,2024-09-13T12:19:50+09:00,0.0804,0.8908,0.0288,1
바꾸다못해 이젠 개미들도 바꾸는 삼성..,바꾸다못해 이젠 개미들도 바꾸는 삼성,바꾸다못해 이젠 개미들도 바꾸는 삼성..,2024-10-17T09:58:47+09:00,0.1006,0.8467,0.0527,1
방금 윤통 기자회견에서 오피셜로 우크라 무기지원 뜸 이거 영향있음?,방금 윤통 기자회견에서 오피셜로 우크라 무기지원 뜸 이거 영향있음,방금 윤통 기자회견에서 오피셜로 우크라 무기지원 뜸 이거 영향있음?,2024-11-07T11:48:11+09:00,0.0628,0.8331,0.1042,1
10주만 샀는데 아쉽고만,10주만 샀는데 아쉽고만,10주만 샀는데 아쉽고만,2024-05-27T15:16:49+09:00,0.0489,0.9157,0.0354,1
"마이너스 전환 ㅎ
정리사고 미장으로 빨리 가고싶다",마이너스 전환 정리사고 미장으로 빨리 가고싶다,마이너스 전환 ㅎ 정리사고 미장으로 빨리 가고싶다,2024-10-17T10:36:08+09:00,0.2721,0.2154,0.5125,2
"이젠 정말 도망쳐야할 마지막 기회인가..
갑자기 요즘 유튜브,주식방송등 일제히 삼성 빨아대기 시작하는데 웬지 낯설고, 불안하다.

정말 도망쳐야 할 시점인가 싶은데
내 평단은 아직 멀었음ㅜㅜ

익절하고 도망칠수 있는 분들 너무 부럽네요.ㅠㅠ",이젠 정말 도망쳐야할 마지막 기회인가 갑자기 요즘 유튜브주식방송등 일제히 삼성 빨아대기 시작하는데 웬지 낯설고 불안하다 정말 도망쳐야 할 시점인가 싶은데 내 평단은 아직 멀었음 익절하고 도망칠수 있는 분들 너무 부럽네요,"이젠 정말 도망쳐야할 마지막 기회인가.. 갑자기 요즘 유튜브,주식방송등 일제히 삼성 빨아대기 시작하는데 웬지 낯설고, 불안하다. 정말 도망쳐야 할 시점인가 싶은데 내 평단은 아직 멀었음ㅜㅜ 익절하고 도망칠수 있는 분들 너무 부럽네요.ㅠㅠ",2025-02-22T11:26:46+09:00,0.4578,0.3249,0.2173,0
"와...어제 눈물을 머금고 손절했는데
다행...",와어제 눈물을 머금고 손절했는데 다행,와...어제 눈물을 머금고 손절했는데 다행...,2024-11-13T09:17:21+09:00,0.5733,0.2586,0.1681,0
응 바닥이였어~ ㅅㄱ링,응 바닥이였어 링,응 바닥이였어 ㅅㄱ링,2024-09-12T09:32:02+09:00,0.3087,0.4101,0.2812,1
오이오이 믿고 있었다구,오이오이 믿고 있었다구,오이오이 믿고 있었다구,2024-11-18T15:48:38+09:00,0.0621,0.9109,0.027,1
개 C8 할복이다,개 C8 할복이다,개 C8 할복이다,2024-11-13T12:36:19+09:00,0.0612,0.811,0.1278,1
9월부터 계속 가지고있다..,9월부터 계속 가지고있다,9월부터 계속 가지고있다..,2025-01-10T14:29:54+09:00,0.0393,0.9136,0.0471,1
왜 떨어지냐?ㅠㅠ,왜 떨어지냐,왜 떨어지냐?ㅠㅠ,2023-06-05T11:01:33+09:00,0.3895,0.4454,0.1651,1
하 물을 타야하나,하 물을 타야하나,하 물을 타야하나,2024-10-08T09:07:20+09:00,0.0819,0.8926,0.0255,1
삼전 호가창이 든든하긴하네 ㅋㅋ,삼전 호가창이 든든하긴하네,삼전 호가창이 든든하긴하네 ㅋㅋ,2025-02-03T08:50:39+09:00,0.1008,0.3887,0.5105,2
엔비디아의 큰 폭 하락의 이유가 여러가지이지만 전체적으로는 반도체 자체가 나스닥에서 대거 떨어짐. 그 중심에서 엔비디아 수혜 플러스 반도체 수혜 입고 9만 가까이 상승한거 치고는 나름 잘 방어중이라 생각하지만 아직 더 하방 가능성 높아보입니다. 저라면 7만 3천원까지오면 고려해볼께요 .,엔비디아의 큰 폭 하락의 이유가 여러가지이지만 전체적으로는 반도체 자체가 나스닥에서 대거 떨어짐 그 중심에서 엔비디아 수혜 플러스 반도체 수혜 입고 9만 가까이 상승한거 치고는 나름 잘 방어중이라 생각하지만 아직 더 하방 가능성 높아보입니다 저라면 7만 3천원까지오면 고려해볼께요,엔비디아의 큰 폭 하락의 이유가 여러가지이지만 전체적으로는 반도체 자체가 나스닥에서 대거 떨어짐. 그 중심에서 엔비디아 수혜 플러스 반도체 수혜 입고 9만 가까이 상승한거 치고는 나름 잘 방어중이라 생각하지만 아직 더 하방 가능성 높아보입니다. 저라면 7만 3천원까지오면 고려해볼께요 .,2024-04-22T10:02:17+09:00,0.2621,0.2398,0.4981,2
"나도 우선 가지고있지만
4만전자 찍더라도 요번 49찍고
올라온 것처럼 또 버티면 올라오겠지라는
무조건적인 희망은 가지면 안될것 같음;

언제가 횡보하다 결국 올라오겠지 희망으로 
몇 년 버티기엔
그러다 오르는거 보며 희망갖다 또 처박고 이런게 반복되면 멘탈 갈릴듯
어느정도 올라오거나 어느 선까지 더 처박고
안올라온다싶으면 청산 할 기준 세워야지

뭐 진짜 여윳돈이라 몇년 뒤에 올라도 되는거면
핸드폰 안 볼 듯",나도 우선 가지고있지만 4만전자 찍더라도 요번 49찍고 올라온 것처럼 또 버티면 올라오겠지라는 무조건적인 희망은 가지면 안될것 같음 언제가 횡보하다 결국 올라오겠지 희망으로 몇 년 버티기엔 그러다 오르는거 보며 희망갖다 또 처박고 이런게 반복되면 멘탈 갈릴듯 어느정도 올라오거나 어느 선까지 더 처박고 안올라온다싶으면 청산 할 기준 세워야지 뭐 진짜 여윳돈이라 몇년 뒤에 올라도 되는거면 핸드폰 안 볼 듯,나도 우선 가지고있지만 4만전자 찍더라도 요번 49찍고 올라온 것처럼 또 버티면 올라오겠지라는 무조건적인 희망은 가지면 안될것 같음 언제가 횡보하다 결국 올라오겠지 희망으로 몇 년 버티기엔 그러다 오르는거 보며 희망갖다 또 처박고 이런게 반복되면 멘탈 갈릴듯 어느정도 올라오거나 어느 선까지 더 처박고 안올라온다싶으면 청산 할 기준 세워야지 뭐 진짜 여윳돈이라 몇년 뒤에 올라도 되는거면 핸드폰 안 볼 듯,2024-11-29T18:54:01+09:00,0.221,0.208,0.571,2
나는 떨어지면 살거임,나는 떨어지면 살거임,나는 떨어지면 살거임,2024-12-04T07:55:32+09:00,0.221,0.5686,0.2104,1
이거 어디까지 내려가는 거에요?,이거 어디까지 내려가는 거에요,이거 어디까지 내려가는 거에요?,2024-10-22T14:50:40+09:00,0.1852,0.5063,0.3085,1
참나,참나,참나,2025-02-17T09:29:55+09:00,0.0421,0.9452,0.0127,1
"지금 주주는 아니긴한데 들어가면 또 상승세 하다가 오른다고 호재기사 다수뜨면 바로 하락장감.
장투쳐해도 가망이 없음 장투하다가 나락갔는데 뭐.... 여긴 단타가 답인듯",지금 주주는 아니긴한데 들어가면 또 상승세 하다가 오른다고 호재기사 다수뜨면 바로 하락장감 장투쳐해도 가망이 없음 장투하다가 나락갔는데 뭐 여긴 단타가 답인듯,지금 주주는 아니긴한데 들어가면 또 상승세 하다가 오른다고 호재기사 다수뜨면 바로 하락장감. 장투쳐해도 가망이 없음 장투하다가 나락갔는데 뭐.... 여긴 단타가 답인듯,2024-11-16T06:53:35+09:00,0.4715,0.122,0.4065,0
지금이 탈출기회라 생각하고 -0.9%에 손절치고 나가용,지금이 탈출기회라 생각하고 09에 손절치고 나가용,지금이 탈출기회라 생각하고 0.9에 손절치고 나가용,2024-09-25T09:07:32+09:00,0.5484,0.1489,0.3027,0
미친전자,미친전자,미친전자,2024-11-12T13:13:25+09:00,0.0672,0.9181,0.0146,1
이제슬슬사봐?,이제슬슬사봐,이제슬슬사봐?,2024-10-25T09:29:18+09:00,0.0359,0.9406,0.0235,1
ㅂㅂ,,ㅂㅂ,2025-02-03T14:26:09+09:00,0.0383,0.9468,0.0149,1
"왜 슬픔이가 파란색인줄 알겠어..
국장은 댕슬프다 ㅠㅠㅠㅠㅠㅜㅜㅜㅜ
언제 반등하나요",왜 슬픔이가 파란색인줄 알겠어 국장은 댕슬프다 언제 반등하나요,왜 슬픔이가 파란색인줄 알겠어.. 국장은 댕슬프다 ㅠㅠㅠㅠㅠㅜㅜㅜㅜ 언제 반등하나요,2024-11-11T09:31:06+09:00,0.1632,0.6963,0.1406,1
우린 이런걸 숏커버링이라 부르기로 했어요,우린 이런걸 숏커버링이라 부르기로 했어요,우린 이런걸 숏커버링이라 부르기로 했어요,2025-02-04T15:35:35+09:00,0.0689,0.8742,0.0569,1
또?,또,또?,2024-09-10T09:02:19+09:00,0.0349,0.9494,0.0156,1
물타도 표시도 안나지만..ㅠ,물타도 표시도 안나지만,물타도 표시도 안나지만..ㅠ,2024-11-11T12:39:27+09:00,0.0486,0.9177,0.0337,1
지금 저점임 언능 사세요,지금 저점임 언능 사세요,지금 저점임 언능 사세요,2024-12-09T08:59:26+09:00,0.2199,0.5604,0.2198,1
"이 시간에 주주도 아닌데 
이래라 저래라 하면서 커뮤질만 하는 인간",이 시간에 주주도 아닌데 이래라 저래라 하면서 커뮤질만 하는 인간,이 시간에 주주도 아닌데 이래라 저래라 하면서 커뮤질만 하는 인간,2025-02-04T12:08:08+09:00,0.0832,0.8868,0.03,1
"주주님들 힘내세요...
삼성이 망하기야하겠습니까....",주주님들 힘내세요 삼성이 망하기야하겠습니까,주주님들 힘내세요... 삼성이 망하기야하겠습니까....,2024-11-11T09:48:53+09:00,0.1171,0.8175,0.0654,1
4만에 탑승하겠습니다,4만에 탑승하겠습니다,4만에 탑승하겠습니다,2024-11-11T10:46:17+09:00,0.0407,0.263,0.6964,2
오를거예요,오를거예요,오를거예요,2023-09-18T12:13:41+09:00,0.2206,0.5623,0.2171,1
너무내려가서 쫄았더니 별걱정을다했네요;;,너무내려가서 쫄았더니 별걱정을다했네요,너무내려가서 쫄았더니 별걱정을다했네요,2024-05-27T15:22:02+09:00,0.1422,0.7812,0.0767,1
1만전자가자 만주 올인하게,1만전자가자 만주 올인하게,1만전자가자 만주 올인하게,2024-11-11T22:43:39+09:00,0.0222,0.0708,0.9071,2
내릴꺼면 그냥 시원하게 내려주세요,내릴꺼면 그냥 시원하게 내려주세요,내릴꺼면 그냥 시원하게 내려주세요,2025-01-23T14:22:55+09:00,0.1081,0.7976,0.0943,1
"저정도 언급하고 기사 나오는거 봐서는 조만간일듯요? 거기에 12단까지 라는거 봐서는
어찌저찌 따라가고 있나보네요. 12단계는 아직 못만든줄 알았는데",저정도 언급하고 기사 나오는거 봐서는 조만간일듯요 거기에 12단까지 라는거 봐서는 어찌저찌 따라가고 있나보네요 12단계는 아직 못만든줄 알았는데,저정도 언급하고 기사 나오는거 봐서는 조만간일듯요? 거기에 12단까지 라는거 봐서는 어찌저찌 따라가고 있나보네요. 12단계는 아직 못만든줄 알았는데,2024-11-24T11:39:38+09:00,0.0979,0.8141,0.088,1
하... 욕심부리지말고 8만중반에 팔껄..무새. 그냥 아들에게 물려줄게..  올라줄거지,하 욕심부리지말고 8만중반에 팔껄무새 그냥 아들에게 물려줄게 올라줄거지,하... 욕심부리지말고 8만중반에 팔껄..무새. 그냥 아들에게 물려줄게.. 올라줄거지,2024-10-10T15:35:25+09:00,0.22,0.4114,0.3685,1
어매나…,어매나,어매나,2024-10-08T09:24:32+09:00,0.0619,0.9235,0.0146,1
떨어질려나 긍정적인 글들이 많구만~,떨어질려나 긍정적인 글들이 많구만,떨어질려나 긍정적인 글들이 많구만,2024-10-30T22:35:23+09:00,0.3676,0.3378,0.2946,0
2년 물려있다가 이제야 털어내고 갑니다 징글징글 했었네요 남으신분들 주주분들 모두 대박나세요^^,2년 물려있다가 이제야 털어내고 갑니다 징글징글 했었네요 남으신분들 주주분들 모두 대박나세요,2년 물려있다가 이제야 털어내고 갑니다 징글징글 했었네요 남으신분들 주주분들 모두 대박나세요,2024-03-20T17:45:25+09:00,0.3114,0.321,0.3676,2
"개미털기 완료
낼오르겠네 ㅋ",개미털기 완료 낼오르겠네,개미털기 완료 낼오르겠네 ㅋ,2023-09-11T17:13:05+09:00,0.2734,0.323,0.4036,2
회사는 괜찮은거 맞지?,회사는 괜찮은거 맞지,회사는 괜찮은거 맞지?,2024-11-13T09:46:13+09:00,0.0353,0.9475,0.0173,1
잘버티네,잘버티네,잘버티네,2024-07-30T15:29:57+09:00,0.0333,0.9427,0.024,1
또 시작이냐...,또 시작이냐,또 시작이냐...,2024-09-23T09:18:13+09:00,0.0716,0.8892,0.0393,1
"화이팅~~
좋아 잘하고이써~
무너지지만말자^^!!",화이팅 좋아 잘하고이써 무너지지만말자,화이팅 좋아 잘하고이써 무너지지만말자!!,2024-09-24T13:50:42+09:00,0.2049,0.521,0.2741,1
내꺼,내꺼,내꺼,2024-12-18T01:46:35+09:00,0.0178,0.9576,0.0245,1
다시 육만전자네~~~~~ㅎㅎ,다시 육만전자네,다시 육만전자네ㅎㅎ,2023-10-19T09:52:36+09:00,0.0337,0.9216,0.0447,1
동시호가에서 54로 맞출듯,동시호가에서 54로 맞출듯,동시호가에서 54로 맞출듯,2025-02-28T15:15:33+09:00,0.0373,0.8792,0.0835,1
개미들이 계속산다. 말리고 싶다 아직 멀었다,개미들이 계속산다 말리고 싶다 아직 멀었다,개미들이 계속산다. 말리고 싶다 아직 멀었다,2024-10-08T11:50:17+09:00,0.2928,0.3903,0.3169,1
어제 안팔았으면 진짜 큰일났었겠다. . . 조만간 다시 매수할게요,어제 안팔았으면 진짜 큰일났었겠다 조만간 다시 매수할게요,어제 안팔았으면 진짜 큰일났었겠다. . . 조만간 다시 매수할게요,2024-11-13T09:28:46+09:00,0.2245,0.2006,0.5749,2
"외인은 다 팔고
개미들만 줍네요
더 내려갈듯",외인은 다 팔고 개미들만 줍네요 더 내려갈듯,외인은 다 팔고 개미들만 줍네요 더 내려갈듯,2024-10-10T09:25:00+09:00,0.4272,0.3548,0.218,0
자러간당 6만 전자 올라가있어라 ~,자러간당 6만 전자 올라가있어라,자러간당 6만 전자 올라가있어라,2024-11-26T10:04:40+09:00,0.0612,0.753,0.1858,1
내 시린 주식계좌도 봄이 왔으면 좋겠네요 크흡,내 시린 주식계좌도 봄이 왔으면 좋겠네요 크흡,내 시린 주식계좌도 봄이 왔으면 좋겠네요 크흡,2024-05-03T13:47:46+09:00,0.0924,0.803,0.1047,1
평단 55900인데 망했네 ㅠ,평단 55900인데 망했네,평단 55900인데 망했네 ㅠ,2024-11-11T10:01:15+09:00,0.3992,0.523,0.0778,1
오오오오 잘한다👍🏻👍🏻👍🏻👍🏻,오오오오 잘한다,오오오오 잘한다,2025-03-20T09:03:24+09:00,0.0381,0.8134,0.1485,1
가자 삼전빔,가자 삼전빔,가자 삼전빔,2024-11-29T09:09:27+09:00,0.0255,0.1229,0.8516,2
영차영차,영차영차,영차영차,2025-02-14T09:47:01+09:00,0.0487,0.286,0.6653,2
오늘의 삼전 여러분들의 픽은!?,오늘의 삼전 여러분들의 픽은,오늘의 삼전 여러분들의 픽은!?,2024-11-14T08:07:41+09:00,0.0592,0.8905,0.0503,1
기관에 개인만 사드리네 ㅋㅋㅋ. 외인이 빠지는 이유가 있는데. 기관은 진짜 삼전 하수인인가? 주가 빠질듯 하면 사서 메워주는 금전창고네 ㅋㅋㅋ 하긴 이정부에 삼전까지 나락가면 들고 일어나니 억지로 돈부어주는건 알지만 그것도 조만간이지. 해외로 돈은 계속 빠질거고 삼전에 호재는 앞으로도 없으니 기관 개인돈 털릴 준비만 하면 되겠네 ㅋㅋㅋ,기관에 개인만 사드리네 외인이 빠지는 이유가 있는데 기관은 진짜 삼전 하수인인가 주가 빠질듯 하면 사서 메워주는 금전창고네 하긴 이정부에 삼전까지 나락가면 들고 일어나니 억지로 돈부어주는건 알지만 그것도 조만간이지 해외로 돈은 계속 빠질거고 삼전에 호재는 앞으로도 없으니 기관 개인돈 털릴 준비만 하면 되겠네,기관에 개인만 사드리네 ㅋㅋㅋ. 외인이 빠지는 이유가 있는데. 기관은 진짜 삼전 하수인인가? 주가 빠질듯 하면 사서 메워주는 금전창고네 ㅋㅋㅋ 하긴 이정부에 삼전까지 나락가면 들고 일어나니 억지로 돈부어주는건 알지만 그것도 조만간이지. 해외로 돈은 계속 빠질거고 삼전에 호재는 앞으로도 없으니 기관 개인돈 털릴 준비만 하면 되겠네 ㅋㅋㅋ,2024-08-28T14:01:23+09:00,0.4576,0.2543,0.2881,0
일단사봅니당,일단사봅니당,일단사봅니당,2025-01-02T13:02:23+09:00,0.0255,0.9004,0.0741,1
ㆍ,,ㆍ,2024-10-10T10:27:58+09:00,0.031,0.9553,0.0137,1
하이닉스 살걸 ssi bal,하이닉스 살걸 ssi bal,하이닉스 살걸 ssi bal,2024-09-10T09:15:45+09:00,0.0649,0.8833,0.0518,1
"3시에 마이너스 찍음
항상 똑같은 레파토리 
상장폐지가 답이지",3시에 마이너스 찍음 항상 똑같은 레파토리 상장폐지가 답이지,3시에 마이너스 찍음 항상 똑같은 레파토리 상장폐지가 답이지,2024-10-28T12:43:38+09:00,0.2473,0.5703,0.1824,1
정찰병 투입,정찰병 투입,정찰병 투입,2024-08-06T10:38:38+09:00,0.0522,0.9123,0.0355,1
이런 개잡주를 왜사는거야 도대체 남들 돈벌때,이런 개잡주를 왜사는거야 도대체 남들 돈벌때,이런 개잡주를 왜사는거야 도대체 남들 돈벌때,2023-08-01T11:31:08+09:00,0.5021,0.4369,0.061,0
"모건스텐리 진짜 악질이다
하루죙일 올려놓고 시외에 던져버리네",모건스텐리 진짜 악질이다 하루죙일 올려놓고 시외에 던져버리네,모건스텐리 진짜 악질이다 하루죙일 올려놓고 시외에 던져버리네,2024-11-14T20:18:47+09:00,0.1727,0.7585,0.0688,1
외국인이 사는지 어떻게 확인해요?,외국인이 사는지 어떻게 확인해요,외국인이 사는지 어떻게 확인해요?,2023-08-09T13:46:36+09:00,0.065,0.9112,0.0238,1
"한국주식은 호재도 없지만.
있다한들 백약이 무효 내요.
나라가 이러니
국민들만 힘드네요.",한국주식은 호재도 없지만 있다한들 백약이 무효 내요 나라가 이러니 국민들만 힘드네요,한국주식은 호재도 없지만. 있다한들 백약이 무효 내요. 나라가 이러니 국민들만 힘드네요.,2024-12-06T13:00:36+09:00,0.193,0.3506,0.4564,2
석기시대로 돌아가는가 삼전,석기시대로 돌아가는가 삼전,석기시대로 돌아가는가 삼전,2024-11-13T09:48:52+09:00,0.0956,0.8166,0.0878,1
"손실보고 팔까요 기다릴까요?
74,400원에 구매했습니다",손실보고 팔까요 기다릴까요 74400원에 구매했습니다,"손실보고 팔까요 기다릴까요? 74,400원에 구매했습니다",2023-07-18T12:07:34+09:00,0.1601,0.7227,0.1172,1
에구 ㅠ,에구,에구 ㅠ,2024-11-06T15:57:36+09:00,0.0515,0.9348,0.0138,1
힝 속았쥬?,힝 속았쥬,힝 속았쥬?,2024-10-24T11:16:47+09:00,0.0797,0.8882,0.0321,1
다들 평균단가가 어떻게 되나요?,다들 평균단가가 어떻게 되나요,다들 평균단가가 어떻게 되나요?,2024-10-17T09:35:25+09:00,0.0632,0.8587,0.0782,1
"외국인들은 한결같이 들어오는데...
삼전은 한결같이 박스권으로 들어가는중 ㅋㅋㅋ",외국인들은 한결같이 들어오는데 삼전은 한결같이 박스권으로 들어가는중,외국인들은 한결같이 들어오는데... 삼전은 한결같이 박스권으로 들어가는중 ㅋㅋㅋ,2024-03-22T11:18:03+09:00,0.1155,0.7656,0.1189,1
바닥이란 기대감 하나로..,바닥이란 기대감 하나로,바닥이란 기대감 하나로..,2024-09-11T17:02:15+09:00,0.4366,0.3168,0.2465,0
얍,얍,얍,2024-10-15T21:47:16+09:00,0.0276,0.9574,0.015,1
언제 오를지 모른다는게 문제인거지 뭐,언제 오를지 모른다는게 문제인거지 뭐,언제 오를지 모른다는게 문제인거지 뭐,2024-11-14T09:16:35+09:00,0.2715,0.559,0.1695,1
"●●

번외,
ᆢ
네 부모도 섬기지 못하면서 종교[하나(느)님,부처님 찾지 마라~~
ᆢ",번외 네 부모도 섬기지 못하면서 종교하나느님부처님 찾지 마라,"번외, ᆢ 네 부모도 섬기지 못하면서 종교하나느님,부처님 찾지 마라 ᆢ",2024-07-13T17:30:11+09:00,0.0933,0.8657,0.041,1
"미장도 좋고
cpi도 적당하고
낼 삼전 오전에 갭으로 상승할듯요~",미장도 좋고 cpi도 적당하고 낼 삼전 오전에 갭으로 상승할듯요,미장도 좋고 cpi도 적당하고 낼 삼전 오전에 갭으로 상승할듯요,2024-05-15T23:28:03+09:00,0.2155,0.2077,0.5768,2
삼성팔고 미장넘어가니 바로200먹네 답이없다여긴,삼성팔고 미장넘어가니 바로200먹네 답이없다여긴,삼성팔고 미장넘어가니 바로200먹네 답이없다여긴,2024-12-27T10:11:16+09:00,0.226,0.6636,0.1104,1
외인들 삼성별로   다빼먹고  떠나라.....,외인들 삼성별로 다빼먹고 떠나라,외인들 삼성별로 다빼먹고 떠나라.....,2024-09-11T14:38:19+09:00,0.1825,0.6833,0.1342,1
ㅎㅎㅎㅎㅎㅎㅎㅎ🙏🙏,,ㅎㅎㅎㅎㅎㅎㅎㅎ,2024-11-15T12:28:40+09:00,0.0223,0.9606,0.0171,1
"국밥한그릇  감사합니다.
5만8천",국밥한그릇 감사합니다 5만8천,국밥한그릇 감사합니다. 5만8천,2024-11-18T09:00:28+09:00,0.0438,0.8347,0.1215,1
3만원중반 매수 대기,3만원중반 매수 대기,3만원중반 매수 대기,2024-12-03T23:56:20+09:00,0.2152,0.121,0.6638,2
이건희 회장님이 보고싶다.,이건희 회장님이 보고싶다,이건희 회장님이 보고싶다.,2024-11-13T18:07:01+09:00,0.0757,0.8637,0.0606,1
